"10","1","1","0";
"10","1","2","1";
"10","1","3","65";
"10","1","4","968";
"10","1","5","8961";
"10","1","6","50320";
"10","1","7","221863";
"10","1","8","792011";
"10","1","9","2412231";
"10","1","10","0";
"10","1","11","406406";
"10","1","12","449153";
"10","1","13","497142";
"10","1","14","547223";
"10","1","15","601332";
"10","1","16","661380";
"10","1","17","726670";
"10","1","18","794844";
"10","1","19","872499";
"10","1","20","0";
"10","1","21","91496";
"10","1","22","92691";
"10","1","23","93397";
"10","1","24","94875";
"10","1","25","94983";
"10","1","26","95737";
"10","1","27","97447";
"10","1","28","97833";
"10","1","29","98523";
"10","1","30","0";
"10","1","31","9999";
"10","1","32","9780";
"10","1","33","10120";
"10","1","34","10125";
"10","1","35","9796";
"10","1","36","10028";
"10","1","37","10161";
"10","1","38","9993";
"10","1","39","9903";
"10","1","40","0";
"10","1","41","1035";
"10","1","42","997";
"10","1","43","981";
"10","1","44","999";
"10","1","45","996";
"10","1","46","1001";
"10","1","47","997";
"10","1","48","996";
"10","1","49","1043";
"10","1","50","0";
"10","1","51","97";
"10","1","52","100";
"10","1","53","98";
"10","1","54","98";
"10","1","55","87";
"10","1","56","101";
"10","1","57","116";
"10","1","58","105";
"10","1","59","106";
"10","1","60","0";
"10","1","61","10";
"10","1","62","13";
"10","1","63","11";
"10","1","64","12";
"10","1","65","7";
"10","1","66","8";
"10","1","67","8";
"10","1","68","6";
"10","1","69","7";
"10","1","70","0";
"10","1","71","0";
"10","1","72","2";
"10","1","73","0";
"10","1","74","1";
"10","1","75","0";
"10","1","76","0";
"10","1","77","0";
"10","1","78","1";
"10","1","79","4";
"10","1","80","0";
"10","1","81","0";
"10","1","82","0";
"10","1","83","0";
"10","1","84","0";
"10","1","85","1";
"10","1","86","0";
"10","1","87","0";
"10","1","88","0";
"10","1","89","0";
"10","1","90","0";
"10","1","91","0";
"10","1","92","0";
"10","1","93","0";
"10","1","94","0";
"10","1","95","0";
"10","1","96","0";
"10","1","97","0";
"10","1","98","0";
"10","1","99","0";
"10","1","100","0";
"10","1","101","0";
"10","1","102","0";
"10","1","103","0";
"10","1","104","0";
"10","1","105","0";
"10","1","106","0";
"10","1","107","0";
"10","1","108","0";
"10","1","109","0";
"10","1","110","0";
"10","1","111","0";
"10","1","112","0";
"10","1","113","0";
"10","1","114","0";
"10","1","115","0";
"10","1","116","0";
"10","1","117","0";
"10","1","118","0";
"10","1","119","0";
"10","1","120","0";
"10","1","121","0";
"10","1","122","0";
"10","1","123","0";
"10","1","124","0";
"10","1","125","0";
"10","1","126","0";
"10","1","127","0";
"10","1","128","0";
"10","1","129","0";
"10","1","130","0";
"10","1","131","0";
"10","1","132","0";
"10","1","133","0";
"10","1","134","0";
"10","1","135","0";
"10","1","136","0";
"10","1","137","0";
"10","1","138","0";
"10","1","139","0";
"10","1","140","0";
"10","1","141","0";
"10","1","142","0";
"10","1","143","0";
"10","1","144","0";
"10","1","145","0";
"10","1","146","0";
"10","1","147","0";
"10","1","148","0";
"10","1","149","0";
"10","1","150","0";
